id:ID(KG),:LABEL,name,provided_by,accession,length,source_db,mane_status,mane_refseq_nuc,mane_ensembl_nuc,mane_ensembl_prot
NCBIProtein:NP_061985,Protein,phospholipid-transporting ATPase ABCA7,NCBI:RefSeq,NP_061985.2,2146,RefSeq,MANE Select,NM_019112.4,ENST00000263094.11,ENSP00000263094.6
NCBIProtein:NP_001364250,Protein,ATP-binding cassette sub-family A member 10,NCBI:RefSeq,NP_001364250.1,1543,RefSeq,MANE Select,NM_001377321.1,ENST00000690296.1,ENSP00000509702.1
NCBIProtein:NP_525022,Protein,ATP-binding cassette sub-family A member 9,NCBI:RefSeq,NP_525022.2,1624,RefSeq,MANE Select,NM_080283.4,ENST00000340001.9,ENSP00000342216.3
NCBIProtein:NP_001275914,Protein,ABC-type organic anion transporter ABCA8 isoform 1,NCBI:RefSeq,NP_001275914.1,1621,RefSeq,MANE Select,NM_001288985.2,ENST00000586539.6,ENSP00000467271.1
NCBIProtein:NP_057354,Protein,Krueppel-like factor 2,NCBI:RefSeq,NP_057354.1,355,RefSeq,MANE Select,NM_016270.4,ENST00000248071.6,ENSP00000248071.5
NCBIProtein:NP_001182447,Protein,"calcium uptake protein 1, mitochondrial isoform 2",NCBI:RefSeq,NP_001182447.1,476,RefSeq,MANE Select,NM_001195518.2,ENST00000361114.10,ENSP00000354415.5
NCBIProtein:NP_006076,Protein,"3'(2'),5'-bisphosphate nucleotidase 1 isoform 1",NCBI:RefSeq,NP_006076.4,308,RefSeq,MANE Select,NM_006085.6,ENST00000322067.12,ENSP00000318852.7
NCBIProtein:NP_006081,Protein,choline/ethanolaminephosphotransferase 1 isoform 1,NCBI:RefSeq,NP_006081.1,416,RefSeq,MANE Select,NM_006090.5,ENST00000357172.9,ENSP00000349696.4
NCBIProtein:NP_006083,Protein,nucleotide-binding oligomerization domain-containing protein 1 isoform 1,NCBI:RefSeq,NP_006083.1,953,RefSeq,MANE Select,NM_006092.4,ENST00000222823.9,ENSP00000222823.4
NCBIProtein:NP_006084,Protein,proteoglycan 3 precursor,NCBI:RefSeq,NP_006084.2,225,RefSeq,MANE Select,NM_006093.4,ENST00000287143.2,ENSP00000287143.2
NCBIProtein:NP_872584,Protein,rho GTPase-activating protein 7 isoform 1,NCBI:RefSeq,NP_872584.2,1528,RefSeq,MANE Select,NM_182643.3,ENST00000276297.9,ENSP00000276297.4
NCBIProtein:NP_006086,Protein,phospholipid-transporting ATPase IA isoform a,NCBI:RefSeq,NP_006086.1,1164,RefSeq,MANE Select,NM_006095.2,ENST00000381668.9,ENSP00000371084.5
NCBIProtein:NP_006089,Protein,small ribosomal subunit protein RACK1,NCBI:RefSeq,NP_006089.1,317,RefSeq,MANE Select,NM_006098.5,ENST00000512805.6,ENSP00000426909.1
NCBIProtein:NP_680477,Protein,phosphatidylethanolamine N-methyltransferase isoform 1,NCBI:RefSeq,NP_680477.1,236,RefSeq,MANE Select,NM_148172.3,ENST00000255389.10,ENSP00000255389.5
NCBIProtein:NP_006090,Protein,E3 SUMO-protein ligase PIAS3,NCBI:RefSeq,NP_006090.2,628,RefSeq,MANE Select,NM_006099.3,ENST00000393045.7,ENSP00000376765.2
NCBIProtein:NP_001310297,Protein,"type 2 lactosamine alpha-2,3-sialyltransferase isoform 1",NCBI:RefSeq,NP_001310297.1,331,RefSeq,MANE Select,NM_001323368.2,ENST00000483910.6,ENSP00000417376.1
NCBIProtein:NP_006308,Protein,brain acid soluble protein 1,NCBI:RefSeq,NP_006308.3,227,RefSeq,MANE Select,NM_006317.5,ENST00000322611.4,ENSP00000319281.3
NCBIProtein:NP_001092001,Protein,rap guanine nucleotide exchange factor 3 isoform a,NCBI:RefSeq,NP_001092001.2,923,RefSeq,MANE Select,NM_001098531.4,ENST00000449771.7,ENSP00000395708.2
NCBIProtein:NP_009101,Protein,dual specificity testis-specific protein kinase 2 isoform 1,NCBI:RefSeq,NP_009101.2,571,RefSeq,MANE Select,NM_007170.3,ENST00000372086.4,ENSP00000361158.3
NCBIProtein:NP_006310,Protein,CDP-diacylglycerol--inositol 3-phosphatidyltransferase isoform 1,NCBI:RefSeq,NP_006310.1,213,RefSeq,MANE Select,NM_006319.5,ENST00000219789.11,ENSP00000219789.6
NCBIProtein:NP_006311,Protein,membrane-associated progesterone receptor component 2,NCBI:RefSeq,NP_006311.3,223,RefSeq,MANE Select,NM_006320.6,ENST00000296425.10,ENSP00000296425.4
NCBIProtein:NP_006312,Protein,E3 ubiquitin-protein ligase ARIH2 isoform a,NCBI:RefSeq,NP_006312.1,493,RefSeq,MANE Select,NM_006321.4,ENST00000356401.9,ENSP00000348769.4
NCBIProtein:NP_006321,Protein,acyl-protein thioesterase 1 isoform 1,NCBI:RefSeq,NP_006321.1,230,RefSeq,MANE Select,NM_006330.4,ENST00000316963.8,ENSP00000320043.3
NCBIProtein:NP_006326,Protein,mitochondrial import inner membrane translocase subunit Tim17-A,NCBI:RefSeq,NP_006326.1,171,RefSeq,MANE Select,NM_006335.3,ENST00000367287.5,ENSP00000356256.4
NCBIProtein:NP_006327,Protein,protein zer-1 homolog isoform 1,NCBI:RefSeq,NP_006327.2,766,RefSeq,MANE Select,NM_006336.4,ENST00000291900.7,ENSP00000291900.2
NCBIProtein:NP_006328,Protein,microspherule protein 1 isoform 1,NCBI:RefSeq,NP_006328.2,462,RefSeq,MANE Select,NM_006337.5,ENST00000343810.9,ENSP00000345358.4
NCBIProtein:NP_055703,Protein,protein FAM3C precursor,NCBI:RefSeq,NP_055703.1,227,RefSeq,MANE Select,NM_014888.3,ENST00000359943.8,ENSP00000353025.3
NCBIProtein:NP_006102,Protein,"3-ketoacyl-CoA thiolase, mitochondrial",NCBI:RefSeq,NP_006102.2,397,RefSeq,MANE Select,NM_006111.3,ENST00000285093.15,ENSP00000285093.8
NCBIProtein:NP_001122389,Protein,mitochondrial import receptor subunit TOM40 homolog,NCBI:RefSeq,NP_001122389.1,361,RefSeq,MANE Select,NM_001128917.2,ENST00000426677.7,ENSP00000410339.1
NCBIProtein:NP_996667,Protein,enoyl-CoA delta isomerase 2 isoform 2,NCBI:RefSeq,NP_996667.2,394,RefSeq,MANE Select,NM_206836.3,ENST00000380118.8,ENSP00000369461.3
NCBIProtein:NP_006109,Protein,HCLS1-associated protein X-1 isoform a,NCBI:RefSeq,NP_006109.2,279,RefSeq,MANE Select,NM_006118.4,ENST00000328703.12,ENSP00000329002.7
NCBIProtein:NP_001138360,Protein,BAR/IMD domain-containing adapter protein 2 isoform 4,NCBI:RefSeq,NP_001138360.1,534,RefSeq,MANE Select,NM_001144888.2,ENST00000428708.7,ENSP00000401022.2
NCBIProtein:NP_006332,Protein,mitotic spindle assembly checkpoint protein MAD2B,NCBI:RefSeq,NP_006332.3,211,RefSeq,MANE Select,NM_006341.4,ENST00000376692.9,ENSP00000365882.4
NCBIProtein:NP_006334,Protein,tyrosine-protein kinase Mer precursor,NCBI:RefSeq,NP_006334.2,999,RefSeq,MANE Select,NM_006343.3,ENST00000295408.9,ENSP00000295408.4
NCBIProtein:NP_001316999,Protein,C-type lectin domain family 10 member A isoform 3,NCBI:RefSeq,NP_001316999.1,289,RefSeq,MANE Select,NM_001330070.2,ENST00000416562.7,ENSP00000414938.2
NCBIProtein:NP_006336,Protein,"proton-coupled zinc antiporter SLC30A9, mitochondrial",NCBI:RefSeq,NP_006336.3,568,RefSeq,MANE Select,NM_006345.4,ENST00000264451.12,ENSP00000264451.6
NCBIProtein:NP_006337,Protein,progesterone-induced-blocking factor 1 isoform 2,NCBI:RefSeq,NP_006337.2,757,RefSeq,MANE Select,NM_006346.4,ENST00000326291.11,ENSP00000317144.6
NCBIProtein:NP_006340,Protein,zinc finger HIT domain-containing protein 1,NCBI:RefSeq,NP_006340.1,154,RefSeq,MANE Select,NM_006349.3,ENST00000305105.3,ENSP00000304593.2
NCBIProtein:NP_006342,Protein,mitochondrial import inner membrane translocase subunit TIM44,NCBI:RefSeq,NP_006342.2,452,RefSeq,MANE Select,NM_006351.4,ENST00000270538.8,ENSP00000270538.2
NCBIProtein:NP_006347,Protein,"ATP synthase peripheral stalk subunit d, mitochondrial isoform a",NCBI:RefSeq,NP_006347.1,161,RefSeq,MANE Select,NM_006356.3,ENST00000301587.9,ENSP00000301587.4
NCBIProtein:NP_006348,Protein,ubiquitin-conjugating enzyme E2 E3,NCBI:RefSeq,NP_006348.1,207,RefSeq,MANE Select,NM_006357.4,ENST00000410062.9,ENSP00000386788.3
NCBIProtein:NP_006349,Protein,peroxisomal membrane protein PMP34 isoform 1,NCBI:RefSeq,NP_006349.1,307,RefSeq,MANE Select,NM_006358.4,ENST00000435456.7,ENSP00000390722.2
NCBIProtein:NP_006364,Protein,NADPH-dependent quinone oxidoreductase VAT1,NCBI:RefSeq,NP_006364.2,393,RefSeq,MANE Select,NM_006373.4,ENST00000355653.8,ENSP00000347872.2
NCBIProtein:NP_001258906,Protein,serine/threonine-protein kinase 25 isoform 1,NCBI:RefSeq,NP_001258906.1,426,RefSeq,MANE Select,NM_001271977.2,ENST00000316586.9,ENSP00000325748.4
NCBIProtein:NP_001358118,Protein,protein unc-13 homolog B isoform 6,NCBI:RefSeq,NP_001358118.1,4340,RefSeq,MANE Select,NM_001371189.2,ENST00000635942.2,ENSP00000490228.1
NCBIProtein:NP_006371,Protein,amyloid protein-binding protein 2 isoform 1,NCBI:RefSeq,NP_006371.2,585,RefSeq,MANE Select,NM_006380.5,ENST00000083182.8,ENSP00000083182.3
NCBIProtein:NP_055335,Protein,myb-binding protein 1A isoform 2,NCBI:RefSeq,NP_055335.2,1328,RefSeq,MANE Select,NM_014520.4,ENST00000254718.9,ENSP00000254718.4
NCBIProtein:NP_006374,Protein,calcium and integrin-binding family member 2 isoform 1,NCBI:RefSeq,NP_006374.1,187,RefSeq,MANE Select,NM_006383.4,ENST00000258930.8,ENSP00000258930.3
NCBIProtein:NP_006377,Protein,probable ATP-dependent RNA helicase DDX17 isoform 1 precursor,NCBI:RefSeq,NP_006377.2,729,RefSeq,MANE Select,NM_006386.5,ENST00000403230.3,ENSP00000385536.2
NCBIProtein:NP_006378,Protein,calcium homeostasis endoplasmic reticulum protein isoform 2,NCBI:RefSeq,NP_006378.3,916,RefSeq,MANE Select,NM_006387.6,ENST00000546361.7,ENSP00000439856.2
NCBIProtein:NP_874369,Protein,histone acetyltransferase KAT5 isoform 1,NCBI:RefSeq,NP_874369.1,546,RefSeq,MANE Select,NM_182710.3,ENST00000341318.9,ENSP00000340330.4
NCBIProtein:NP_006380,Protein,hypoxia up-regulated protein 1 isoform 1 precursor,NCBI:RefSeq,NP_006380.1,999,RefSeq,MANE Select,NM_006389.5,ENST00000617285.5,ENSP00000480150.1
NCBIProtein:NP_055704,Protein,"presequence protease, mitochondrial isoform 2 precursor",NCBI:RefSeq,NP_055704.2,1037,RefSeq,MANE Select,NM_014889.4,ENST00000224949.9,ENSP00000224949.4
NCBIProtein:NP_001336161,Protein,ubiquitin-like modifier-activating enzyme ATG7 isoform a,NCBI:RefSeq,NP_001336161.1,703,RefSeq,MANE Select,NM_001349232.2,ENST00000693202.1,ENSP00000510336.1
NCBIProtein:NP_055077,Protein,prolyl 3-hydroxylase 3 precursor,NCBI:RefSeq,NP_055077.2,736,RefSeq,MANE Select,NM_014262.5,ENST00000290510.10,ENSP00000478600.1
NCBIProtein:NP_006389,Protein,ubiquitin D,NCBI:RefSeq,NP_006389.2,165,RefSeq,MANE Select,NM_006398.4,ENST00000377050.5,ENSP00000366249.4
NCBIProtein:NP_006532,Protein,glutaredoxin-3 isoform 1,NCBI:RefSeq,NP_006532.2,335,RefSeq,MANE Select,NM_006541.5,ENST00000331244.10,ENSP00000330836.5
NCBIProtein:NP_006397,Protein,peroxiredoxin-4 precursor,NCBI:RefSeq,NP_006397.1,271,RefSeq,MANE Select,NM_006406.2,ENST00000379341.9,ENSP00000368646.4
NCBIProtein:NP_006398,Protein,PRA1 family protein 3,NCBI:RefSeq,NP_006398.1,188,RefSeq,MANE Select,NM_006407.4,ENST00000273258.4,ENSP00000273258.3
NCBIProtein:NP_001091992,Protein,protein HTATIP2 isoform b,NCBI:RefSeq,NP_001091992.1,242,RefSeq,MANE Select,NM_001098522.2,ENST00000451739.7,ENSP00000394259.2
NCBIProtein:NP_006402,Protein,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha isoform 1 precursor,NCBI:RefSeq,NP_006402.1,283,RefSeq,MANE Select,NM_006411.4,ENST00000375107.8,ENSP00000364248.3
NCBIProtein:NP_006403,Protein,1-acyl-sn-glycerol-3-phosphate acyltransferase beta isoform a,NCBI:RefSeq,NP_006403.2,278,RefSeq,MANE Select,NM_006412.4,ENST00000371696.7,ENSP00000360761.2
NCBIProtein:NP_006406,Protein,serine palmitoyltransferase 1 isoform a,NCBI:RefSeq,NP_006406.1,473,RefSeq,MANE Select,NM_006415.4,ENST00000262554.7,ENSP00000262554.2
NCBIProtein:NP_006407,Protein,CMP-sialic acid transporter isoform a,NCBI:RefSeq,NP_006407.1,337,RefSeq,MANE Select,NM_006416.5,ENST00000369552.9,ENSP00000358565.4
NCBIProtein:NP_006409,Protein,olfactomedin-4 precursor,NCBI:RefSeq,NP_006409.3,510,RefSeq,MANE Select,NM_006418.5,ENST00000219022.3,ENSP00000219022.2
NCBIProtein:NP_006415,Protein,sodium-dependent phosphate transport protein 2B isoform a,NCBI:RefSeq,NP_006415.3,690,RefSeq,MANE Select,NM_006424.3,ENST00000382051.8,ENSP00000371483.3
NCBIProtein:NP_006418,Protein,apoptosis regulatory protein Siva isoform 1,NCBI:RefSeq,NP_006418.2,175,RefSeq,MANE Select,NM_006427.4,ENST00000329967.11,ENSP00000329213.6
NCBIProtein:NP_006419,Protein,large ribosomal subunit protein bL28m,NCBI:RefSeq,NP_006419.2,256,RefSeq,MANE Select,NM_006428.5,ENST00000199706.13,ENSP00000199706.7
NCBIProtein:NP_006420,Protein,T-complex protein 1 subunit eta isoform a,NCBI:RefSeq,NP_006420.1,543,RefSeq,MANE Select,NM_006429.4,ENST00000258091.10,ENSP00000258091.5
NCBIProtein:NP_006421,Protein,T-complex protein 1 subunit delta isoform a,NCBI:RefSeq,NP_006421.2,539,RefSeq,MANE Select,NM_006430.4,ENST00000394440.8,ENSP00000377958.3
NCBIProtein:NP_006422,Protein,T-complex protein 1 subunit beta isoform 1,NCBI:RefSeq,NP_006422.1,535,RefSeq,MANE Select,NM_006431.3,ENST00000299300.11,ENSP00000299300.6
NCBIProtein:NP_006423,Protein,NPC intracellular cholesterol transporter 2 isoform 2 precursor,NCBI:RefSeq,NP_006423.1,151,RefSeq,MANE Select,NM_006432.5,ENST00000555619.6,ENSP00000451112.2
NCBIProtein:NP_001030126,Protein,sorbin and SH3 domain-containing protein 1 isoform 3,NCBI:RefSeq,NP_001030126.2,1292,RefSeq,MANE Select,NM_001034954.3,ENST00000371247.7,ENSP00000360293.2
NCBIProtein:NP_006429,Protein,collectin-10 isoform 1 precursor,NCBI:RefSeq,NP_006429.2,277,RefSeq,MANE Select,NM_006438.5,ENST00000332843.3,ENSP00000332723.2
NCBIProtein:NP_006431,Protein,"thioredoxin reductase 2, mitochondrial isoform 1 precursor",NCBI:RefSeq,NP_006431.2,524,RefSeq,MANE Select,NM_006440.5,ENST00000400521.7,ENSP00000383365.1
NCBIProtein:NP_006432,Protein,5-formyltetrahydrofolate cyclo-ligase isoform a,NCBI:RefSeq,NP_006432.1,203,RefSeq,MANE Select,NM_006441.4,ENST00000258874.4,ENSP00000258874.4
NCBIProtein:NP_006434,Protein,5-hydroxymethyl-dUMP N-hydrolase isoform 1,NCBI:RefSeq,NP_006434.1,174,RefSeq,MANE Select,NM_006443.3,ENST00000230431.11,ENSP00000230431.7
NCBIProtein:NP_006435,Protein,structural maintenance of chromosomes protein 2,NCBI:RefSeq,NP_006435.2,1197,RefSeq,MANE Select,NM_006444.3,ENST00000374793.8,ENSP00000363925.3
NCBIProtein:NP_150296,Protein,serine/threonine-protein kinase/endoribonuclease IRE2 isoform a precursor,NCBI:RefSeq,NP_150296.4,926,RefSeq,MANE Select,NM_033266.4,ENST00000256797.9,ENSP00000256797.5
NCBIProtein:NP_006437,Protein,solute carrier organic anion transporter family member 1B1,NCBI:RefSeq,NP_006437.3,691,RefSeq,MANE Select,NM_006446.5,ENST00000256958.3,ENSP00000256958.2
NCBIProtein:NP_001346157,Protein,SH2B adapter protein 2 isoform 2,NCBI:RefSeq,NP_001346157.1,632,RefSeq,MANE Select,NM_001359228.2,ENST00000444095.3,ENSP00000401883.3
NCBIProtein:NP_001072992,Protein,bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase isoform 2,NCBI:RefSeq,NP_001072992.1,425,RefSeq,MANE Select,NM_001079524.2,ENST00000512576.3,ENSP00000421096.1
NCBIProtein:NP_150594,Protein,tripartite motif-containing protein 3 isoform 1,NCBI:RefSeq,NP_150594.2,744,RefSeq,MANE Select,NM_033278.4,ENST00000345851.8,ENSP00000340797.3
NCBIProtein:NP_006450,Protein,erlin-1 isoform a,NCBI:RefSeq,NP_006450.2,348,RefSeq,MANE Select,NM_006459.4,ENST00000421367.7,ENSP00000410964.2
NCBIProtein:NP_112506,Protein,ranBP-type and C3HC4-type zinc finger-containing protein 1 isoform 2,NCBI:RefSeq,NP_112506.2,510,RefSeq,MANE Select,NM_031229.4,ENST00000356286.10,ENSP00000348632.6
NCBIProtein:NP_006460,Protein,influenza virus NS1A-binding protein,NCBI:RefSeq,NP_006460.2,642,RefSeq,MANE Select,NM_006469.5,ENST00000367498.8,ENSP00000356468.3
NCBIProtein:NP_006467,Protein,"ATP synthase F(0) complex subunit g, mitochondrial",NCBI:RefSeq,NP_006467.4,103,RefSeq,MANE Select,NM_006476.5,ENST00000300688.8,ENSP00000300688.3
NCBIProtein:NP_001257414,Protein,calcium/calmodulin-dependent protein kinase kinase 2 isoform 1,NCBI:RefSeq,NP_001257414.1,588,RefSeq,MANE Select,NM_001270485.2,ENST00000404169.8,ENSP00000384600.3
NCBIProtein:NP_001135877,Protein,PRELI domain containing protein 3A isoform 1,NCBI:RefSeq,NP_001135877.1,172,RefSeq,MANE Select,NM_001142405.2,ENST00000440960.6,ENSP00000404700.1
NCBIProtein:NP_006545,Protein,metaxin-2 isoform 1,NCBI:RefSeq,NP_006545.1,263,RefSeq,MANE Select,NM_006554.5,ENST00000249442.11,ENSP00000249442.6
NCBIProtein:NP_006547,Protein,phosphomevalonate kinase isoform 1,NCBI:RefSeq,NP_006547.1,192,RefSeq,MANE Select,NM_006556.4,ENST00000368467.4,ENSP00000357452.3
NCBIProtein:NP_006554,Protein,Krueppel-like factor 1,NCBI:RefSeq,NP_006554.1,362,RefSeq,MANE Select,NM_006563.5,ENST00000264834.6,ENSP00000264834.3
NCBIProtein:NP_006556,Protein,transcriptional repressor CTCF isoform 1,NCBI:RefSeq,NP_006556.1,727,RefSeq,MANE Select,NM_006565.4,ENST00000264010.10,ENSP00000264010.4
NCBIProtein:NP_006558,Protein,"phenylalanine--tRNA ligase, mitochondrial isoform 1",NCBI:RefSeq,NP_006558.1,451,RefSeq,MANE Select,NM_006567.5,ENST00000274680.9,ENSP00000274680.4
NCBIProtein:NP_006567,Protein,advillin,NCBI:RefSeq,NP_006567.3,819,RefSeq,MANE Select,NM_006576.4,ENST00000549994.2,ENSP00000449239.2
NCBIProtein:NP_006568,Protein,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2",NCBI:RefSeq,NP_006568.2,397,RefSeq,MANE Select,NM_006577.6,ENST00000301998.5,ENSP00000305595.4
NCBIProtein:NP_006570,Protein,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",NCBI:RefSeq,NP_006570.1,230,RefSeq,MANE Select,NM_006579.3,ENST00000495186.6,ENSP00000417052.1
NCBIProtein:NP_006571,Protein,claudin-16,NCBI:RefSeq,NP_006571.2,235,RefSeq,MANE Select,NM_006580.4,ENST00000264734.3,ENSP00000264734.3
NCBIProtein:NP_006572,Protein,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase 9,NCBI:RefSeq,NP_006572.2,359,RefSeq,MANE Select,NM_006581.4,ENST00000302103.6,ENSP00000302599.4
NCBIProtein:NP_006575,Protein,probable T-complex protein 1 subunit zeta-2 isoform 1,NCBI:RefSeq,NP_006575.2,530,RefSeq,MANE Select,NM_006584.4,ENST00000314144.10,ENSP00000327191.5
NCBIProtein:NP_006576,Protein,T-complex protein 1 subunit theta isoform 1,NCBI:RefSeq,NP_006576.2,548,RefSeq,MANE Select,NM_006585.4,ENST00000286788.9,ENSP00000286788.4
NCBIProtein:NP_067090,Protein,ceramide synthase 1 isoform 1,NCBI:RefSeq,NP_067090.1,350,RefSeq,MANE Select,NM_021267.5,ENST00000623882.4,ENSP00000485308.1
NCBIProtein:NP_001064,Protein,UDP-glucuronosyltransferase 2B11 precursor,NCBI:RefSeq,NP_001064.1,529,RefSeq,MANE Select,NM_001073.3,ENST00000446444.2,ENSP00000387683.1
NCBIProtein:NP_955452,Protein,DNA polymerase theta,NCBI:RefSeq,NP_955452.3,2590,RefSeq,MANE Select,NM_199420.4,ENST00000264233.6,ENSP00000264233.5
NCBIProtein:NP_006589,Protein,solute carrier family 12 member 7,NCBI:RefSeq,NP_006589.2,1083,RefSeq,MANE Select,NM_006598.3,ENST00000264930.10,ENSP00000264930.5
NCBIProtein:NP_036347,Protein,protein O-GlcNAcase isoform a,NCBI:RefSeq,NP_036347.1,916,RefSeq,MANE Select,NM_012215.5,ENST00000361464.8,ENSP00000354850.3
NCBIProtein:NP_006592,Protein,prostaglandin E synthase 3 isoform a,NCBI:RefSeq,NP_006592.3,160,RefSeq,MANE Select,NM_006601.7,ENST00000262033.11,ENSP00000262033.6
NCBIProtein:NP_055078,Protein,ATP-dependent zinc metalloprotease YME1L1 isoform 3,NCBI:RefSeq,NP_055078.1,716,RefSeq,MANE Select,NM_014263.4,ENST00000376016.8,ENSP00000365184.3
NCBIProtein:NP_055079,Protein,serine/threonine-protein kinase PLK4 isoform 1,NCBI:RefSeq,NP_055079.3,970,RefSeq,MANE Select,NM_014264.5,ENST00000270861.10,ENSP00000270861.5
NCBIProtein:NP_006597,Protein,serine hydrolase RBBP9,NCBI:RefSeq,NP_006597.2,186,RefSeq,MANE Select,NM_006606.3,ENST00000337227.9,ENSP00000336866.4
NCBIProtein:NP_001358839,Protein,mitogen-activated protein kinase kinase kinase 2,NCBI:RefSeq,NP_001358839.1,619,RefSeq,MANE Select,NM_001371910.2,ENST00000682094.1,ENSP00000507315.1
NCBIProtein:NP_006603,Protein,kinesin-like protein KIF1C,NCBI:RefSeq,NP_006603.2,1103,RefSeq,MANE Select,NM_006612.6,ENST00000320785.10,ENSP00000320821.5
NCBIProtein:NP_005707,Protein,PDZ domain-containing protein GIPC1 isoform 1,NCBI:RefSeq,NP_005707.1,333,RefSeq,MANE Select,NM_005716.4,ENST00000393033.9,ENSP00000376753.3
NCBIProtein:NP_006612,Protein,S-adenosylhomocysteine hydrolase-like protein 1 isoform a,NCBI:RefSeq,NP_006612.2,530,RefSeq,MANE Select,NM_006621.7,ENST00000369799.10,ENSP00000358814.5
NCBIProtein:NP_006613,Protein,serine/threonine-protein kinase PLK2 isoform 1,NCBI:RefSeq,NP_006613.2,685,RefSeq,MANE Select,NM_006622.4,ENST00000274289.8,ENSP00000274289.3
NCBIProtein:NP_055212,Protein,serine/threonine-protein kinase Nek6 isoform 2,NCBI:RefSeq,NP_055212.2,313,RefSeq,MANE Select,NM_014397.6,ENST00000320246.10,ENSP00000319734.5
NCBIProtein:NP_001091956,Protein,sodium-dependent phosphate transport protein 4 isoform a,NCBI:RefSeq,NP_001091956.1,498,RefSeq,MANE Select,NM_001098486.2,ENST00000397060.8,ENSP00000380250.4
NCBIProtein:NP_006624,Protein,ras GTPase-activating-like protein IQGAP2 isoform 1,NCBI:RefSeq,NP_006624.3,1575,RefSeq,MANE Select,NM_006633.5,ENST00000274364.11,ENSP00000274364.6
NCBIProtein:NP_003406,Protein,zinc finger protein 268 isoform a,NCBI:RefSeq,NP_003406.1,947,RefSeq,MANE Select,NM_003415.3,ENST00000536435.7,ENSP00000444412.3
NCBIProtein:NP_006627,Protein,"bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial isoform A precursor",NCBI:RefSeq,NP_006627.2,350,RefSeq,MANE Select,NM_006636.4,ENST00000394053.7,ENSP00000377617.2
NCBIProtein:NP_006635,Protein,heat shock protein 105 kDa isoform 1,NCBI:RefSeq,NP_006635.2,858,RefSeq,MANE Select,NM_006644.4,ENST00000320027.10,ENSP00000318687.5
NCBIProtein:NP_006636,Protein,START domain-containing protein 10,NCBI:RefSeq,NP_006636.2,291,RefSeq,MANE Select,NM_006645.3,ENST00000334805.11,ENSP00000335247.6
NCBIProtein:NP_001242996,Protein,NADPH oxidase activator 1 isoform 2,NCBI:RefSeq,NP_001242996.1,476,RefSeq,MANE Select,NM_001256067.2,ENST00000683555.1,ENSP00000507846.1
NCBIProtein:NP_006642,Protein,complexin-1,NCBI:RefSeq,NP_006642.1,134,RefSeq,MANE Select,NM_006651.4,ENST00000304062.11,ENSP00000305613.6
NCBIProtein:NP_006647,Protein,sialidase-3 isoform a,NCBI:RefSeq,NP_006647.3,461,RefSeq,MANE Select,NM_006656.6,ENST00000294064.9,ENSP00000294064.4
NCBIProtein:NP_115761,Protein,fatty acid hydroxylase domain-containing protein 2,NCBI:RefSeq,NP_115761.2,333,RefSeq,MANE Select,NM_032385.5,ENST00000326080.10,ENSP00000320604.5
